駅名(漢字)	読み	頭文字	母音	県	会社	路線	廃駅	文字数
向洋	むかいなだ	む	UAIAA	広島県	JR西日本	山陽本線		2
向能代	むかいのしろ	む	UAIOIO	秋田県	JR東日本	五能線		3
向之原	むかいのはる	む	UAIOAU	大分県	JR九州	久大本線		3
向浜(貨)	むかいはま	む	UAIAA	秋田県	秋田臨海鉄道			2
向原(広島)	むかいはら	む	UAIAA	広島県	JR西日本	芸備線		2
向井原[愛媛]	むかいばら	む	UAIAA	愛媛県	JR四国	予讃線		3
向名	むかいみょう	む	UAIOO	島根県	一畑電鉄	立久恵線	D	2
向山	むかいやま	む	UAIAA	青森県	青い森鉄道			2
行縢	むかばき	む	UAAI	宮崎県	高千穂鉄道		D	2
鵡川	むかわ	む	UAA	北海道	JR北海道	日高本線		2
牟岐	むぎ	む	UI	徳島県	JR四国	牟岐線		2
武儀[北海道]	むぎ	む	UI	北海道	国鉄	士幌線	D	2
椋野	むくの	む	UUO	山口県	錦川鉄道			2
武庫	むこ	む	UO	鳥取県	JR西日本	伯備線		2
向ヶ丘	むこうがおか	む	UOOAOA	愛知県	豊橋鉄道	渥美線		3
向ヶ丘遊園	むこうがおかゆうえん	む	UOOAOAUUEN	東京都	小田急	小田原線		5
向原(東京)	むこうはら	む	UOOAA	東京都	都電	荒川線		2
向日町	むこうまち	む	UOOAI	京都府	JR西日本	東海道本線		3
武庫川	むこがわ	む	UOAA	兵庫県	阪神	本線		3
武庫川団地前	むこがわだんちまえ	む	UOAAANIAE	兵庫県	阪神	武庫川線		6
武庫之荘	むこのそう	む	UOOOO	兵庫県	阪急	神戸本線		4
武佐(北海道)	むさ	む	UA	北海道	JR北海道	根室本線		2
武佐(滋賀)	むさ	む	UA	滋賀県	近江鉄道	八日市線		2
武蔵	むさし	む	UAI	大分県	大分交通	国東線	D	2
武蔵五日市	むさしいつかいち	む	UAIIUAII	東京都	JR東日本	五日市線		5
武蔵浦和	むさしうらわ	む	UAIUAA	埼玉県	JR東日本	埼京線		4
武蔵小金井	むさしこがねい	む	UAIOAEI	東京都	JR東日本	中央本線		5
武蔵小杉	むさしこすぎ	む	UAIOUI	神奈川県	JR東日本	南武線		4
武蔵小山	むさしこやま	む	UAIOAA	東京都	東急	目黒線		4
武蔵境	むさしさかい	む	UAIAAI	東京都	JR東日本	中央本線		3
武蔵白石	むさししらいし	む	UAIIAII	神奈川県	JR東日本	鶴見線		4
武蔵新城	むさししんじょう	む	UAIINOO	神奈川県	JR東日本	南武線		4
武蔵砂川	むさしすながわ	む	UAIUAAA	東京都	西武	拝島線		4
武蔵関	むさしせき	む	UAIEI	東京都	西武	新宿線		3
武蔵高萩	むさしたかはぎ	む	UAIAAAI	埼玉県	JR東日本	川越線		4
武蔵塚	むさしづか	む	UAIUA	熊本県	JR九州	豊肥本線		3
武蔵中原	むさしなかはら	む	UAIAAAA	神奈川県	JR東日本	南武線		4
武蔵新田	むさしにった	む	UAIIA	東京都	東急	多摩川線		4
武蔵野台	むさしのだい	む	UAIOAI	東京都	京王	京王線		4
武蔵引田	むさしひきだ	む	UAIIIA	東京都	JR東日本	五日市線		4
武蔵藤沢	むさしふじさわ	む	UAIUIAA	埼玉県	西武	池袋線		4
武蔵増戸	むさしますこ	む	UAIAUO	東京都	JR東日本	五日市線		4
武蔵溝ノ口	むさしみぞのくち	む	UAIIOOUI	神奈川県	JR東日本	南武線		5
武蔵大和	むさしやまと	む	UAIAAO	東京都	西武	多摩湖線		4
武蔵横手	むさしよこて	む	UAIOOE	埼玉県	西武	池袋線		4
武蔵嵐山	むさしらんざん	む	UAIANAN	埼玉県	東武	東上線		4
虫川大杉	むしがわおおすぎ	む	UIAAOOUI	新潟県	北越急行			4
六十谷	むそた	む	UOA	和歌山県	JR西日本	阪和線		3
六田	むだ	む	UA	奈良県	近鉄	吉野線		2
牟田部	むたべ	む	UAE	佐賀県	国鉄	唐津線支線	D	3
六会日大前	むつあいにちだいまえ	む	UUAIIIAIAE	神奈川県	小田急	江ノ島線		5
陸奥赤石	むつあかいし	む	UUAAII	青森県	JR東日本	五能線		4
陸奥市川	むついちかわ	む	UUIIAA	青森県	青い森鉄道			4
陸奥岩崎	むついわさき	む	UUIAAI	青森県	JR東日本	五能線		4
六浦	むつうら	む	UUUA	神奈川県	京急	逗子線		2
陸奥沢辺	むつさわべ	む	UUAAE	青森県	JR東日本	五能線		4
陸奥白浜	むつしらはま	む	UUIAAA	青森県	JR東日本	八戸線		4
陸奥関根	むつせきね	む	UUEIE	青森県	下北交通	大畑線	D	4
陸奥鶴田	むつつるだ	む	UUUUA	青森県	JR東日本	五能線		4
六名	むつな	む	UUA	愛知県	愛知環状鉄道			2
六実	むつみ	む	UUI	千葉県	東武	野田線		2
陸奥湊	むつみなと	む	UUIAO	青森県	JR東日本	八戸線		3
陸奥森田	むつもりた	む	UUOIA	青森県	JR東日本	五能線		4
陸奥柳田	むつやなぎた	む	UUAAIA	青森県	JR東日本	五能線		4
陸奥横浜	むつよこはま	む	UUOOAA	青森県	JR東日本	大湊線		4
務田	むでん	む	UEN	愛媛県	JR四国	予土線		2
宗方	むなかた	む	UAAA	山口県	船木鉄道		D	2
撫養	むや	む	UA	徳島県	JR四国	鳴門線		2
村井	むらい	む	UAI	長野県	JR東日本	篠ノ井線		2
村上(新潟)	むらかみ	む	UAAI	新潟県	JR東日本	羽越本線		2
村上(千葉)	むらかみ	む	UAAI	千葉県	東葉高速鉄道			2
村国	むらくに	む	UAUI	福井県	福井鉄道	南越線	D	2
紫	むらさき	む	UAAI	福岡県	西鉄	天神大牟田線		1
村崎野	むらさきの	む	UAAIO	岩手県	JR東日本	東北本線		3
村野	むらの	む	UAO	大阪府	京阪	交野線		2
村山(山形)	むらやま	む	UAAA	山形県	JR東日本	奥羽本線		2
村山(長野)	むらやま	む	UAAA	長野県	長野電鉄			2
牟礼	むれ	む	UE	長野県	しなの鉄道	北しなの線		2
室	むろ	む	UO	岐阜県	養老鉄道			1
室生口大野	むろうぐちおおの	む	UOOUIOOO	奈良県	近鉄	大阪線		5
室堂	むろどう	む	UOOO	富山県	立山黒部貫光	無軌条電車線		2
室見	むろみ	む	UOI	福岡県	福岡市営地下鉄	空港線		2
室蘭	むろらん	む	UOAN	北海道	JR北海道	室蘭本線		2
明治神宮前	めいじじんぐうまえ	め	EIIINUUAE	東京都	東京メトロ	千代田線		5
名城公園	めいじょうこうえん	め	EIOOOOEN	愛知県	名古屋市営地下鉄	名城線		4
明大前	めいだいまえ	め	EIAIAE	東京都	京王	京王線		3
名鉄一宮	めいてついちのみや	め	EIEUIIOIA	愛知県	名鉄	名古屋本線		4
名鉄岐阜	めいてつぎふ	め	EIEUIU	岐阜県	名鉄	名古屋本線		4
名鉄名古屋	めいてつなごや	め	EIEUAOA	愛知県	名鉄	名古屋本線		5
名電赤坂	めいでんあかさか	め	EIENAAAA	愛知県	名鉄	名古屋本線		4
名電各務原	めいでんかかみがはら	め	EIENAAIAAA	岐阜県	名鉄	各務原線		5
名電長沢	めいでんながさわ	め	EIENAAAA	愛知県	名鉄	名古屋本線		4
名電山中	めいでんやまなか	め	EIENAAAA	愛知県	名鉄	名古屋本線		4
姪浜	めいのはま	め	EIOAA	福岡県	JR九州	筑肥線		2
明峰	めいほう	め	EIOO	石川県	JR西日本	北陸本線		2
夫婦石	めおといし	め	EOOII	佐賀県	松浦鉄道			3
女鹿[山形]	めが	め	EA	山形県	JR東日本	羽越本線		2
妻鹿[兵庫]	めが	め	EA	兵庫県	山陽電鉄	本線		2
めがね橋	めがねばし	め	EAEAI	長崎県	長崎電軌	蛍茶屋支線		4
恵み野	めぐみの	め	EUIO	北海道	JR北海道	千歳線		3
恵野[天北線]	めぐみの	め	EUIO	北海道	国鉄	天北線	D	2
目黒	めぐろ	め	EUO	東京都	JR東日本	山手線		2
目白	めじろ	め	EIO	東京都	JR東日本	山手線		2
めじろ台	めじろだい	め	EIOAI	東京都	京王	高尾線		4
目白山下	めじろやました	め	EIOAAIA	神奈川県	湘南モノレール			4
目出	めで	め	EE	山口県	JR西日本	小野田線		2
メディカルセンター	めでぃかるせんたー	め	EIAUENAA	長崎県	長崎電軌	大浦支線		9
目時	めとき	め	EOI	青森県	青い森鉄道			2
目名	めな	め	EA	北海道	JR北海道	函館本線		2
目梨泊	めなしどまり	め	EAIOAI	北海道	国鉄	興浜北線	D	3
売布神社	めふじんじゃ	め	EUINA	兵庫県	阪急	宝塚本線		4
女満別	めまんべつ	め	EANEU	北海道	JR北海道	石北本線		3
芽室	めむろ	め	EUO	北海道	JR北海道	根室本線		2
免田	めんでん	め	ENEN	石川県	JR西日本	七尾線		2
茂市	もいち	も	OII	岩手県	JR東日本	山田線		2
舞木	もうぎ	も	OOI	福島県	JR東日本	磐越東線		2
真岡	もおか	も	OOA	栃木県	真岡鐵道			2
最上	もがみ	も	OAI	山形県	JR東日本	陸羽東線		2
茂吉記念館前	もきちきねんかんまえ	も	OIIIENANAE	山形県	JR東日本	奥羽本線		6
百草園	もぐさえん	も	OUAEN	東京都	京王	京王線		3
藻琴	もこと	も	OOO	北海道	JR北海道	釧網本線		2
門司	もじ	も	OI	福岡県	JR九州	鹿児島本線		2
門司港	もじこう	も	OIOO	福岡県	JR九州	鹿児島本線		3
茂尻	もしり	も	OII	北海道	JR北海道	根室本線		2
百舌鳥	もず	も	OU	大阪府	JR西日本	阪和線		3
百舌鳥八幡	もずはちまん	も	OUAIAN	大阪府	南海	高野線		5
妹背牛	もせうし	も	OEUI	北海道	JR北海道	函館本線		3
もたて山	もたてやま	も	OAEAA	滋賀県	比叡山坂本ケーブル			4
用瀬	もちがせ	も	OIAE	鳥取県	JR西日本	因美線		2
餅ヶ浜	もちがはま	も	OIAAA	大分県	大分交通	別大線	D	3
持田	もちだ	も	OIA	埼玉県	秩父鉄道			2
餅原	もちばる	も	OIAU	宮崎県	JR九州	日豊本線		2
用宗	もちむね	も	OIUE	静岡県	JR東海	東海道本線		2
茂木	もてぎ	も	OEI	栃木県	真岡鐵道			2
元宇品口	もとうじなぐち	も	OOUIAUI	広島県	広島電鉄	宇品線		4
本笠寺	もとかさでら	も	OOAAEA	愛知県	名鉄	名古屋本線		3
元加治	もとかじ	も	OOAI	埼玉県	西武	池袋線		3
元山上口	もとさんじょうぐち	も	OOANOOUI	奈良県	近鉄	生駒線		4
本宿(愛知)	もとじゅく	も	OOUU	愛知県	名鉄	名古屋本線		2
本宿(群馬)	もとじゅく	も	OOUU	群馬県	わたらせ渓谷鉄道			2
本巣	もとす	も	OOU	岐阜県	樽見鉄道			2
元住吉	もとすみよし	も	OOUIOI	神奈川県	東急	東横線		3
元善光寺	もとぜんこうじ	も	OOENOOI	長野県	JR東海	飯田線		4
本楯	もとたて	も	OOAE	山形県	JR東日本	羽越本線		2
元田中	もとたなか	も	OOAAA	京都府	叡山電鉄	本線		3
本銚子	もとちょうし	も	OOOOI	千葉県	銚子電鉄			3
本中小屋	もとなかごや	も	OOAAOA	北海道	JR北海道	札沼線		4
本蓮沼	もとはすぬま	も	OOAUUA	東京都	都営地下鉄	三田線		3
本星崎	もとほしざき	も	OOOIAI	愛知県	名鉄	名古屋本線		3
本堀	もとほり	も	OOOI	岡山県	井笠鉄道	矢掛線	D	2
元町(兵庫)	もとまち	も	OOAI	兵庫県	JR西日本	東海道本線		2
元町(北海道)	もとまち	も	OOAI	北海道	札幌市営地下鉄	東豊線		2
本町(宮城)	もとまち	も	OOAI	宮城県	仙台鉄道		D	2
元町・中華街	もとまちちゅうかがい	も	OOAIUUAAI	神奈川県	横浜高速鉄道			6
本宮(福島)	もとみや	も	OOIA	福島県	JR東日本	東北本線		2
元紋別	もともんべつ	も	OOONEU	北海道	国鉄	名寄本線	D	3
本山(香川)	もとやま	も	OOAA	香川県	JR四国	予讃線		2
元山(千葉)	もとやま	も	OOAA	千葉県	新京成電鉄			2
本山(愛知)	もとやま	も	OOAA	愛知県	名古屋市営地下鉄	東山線		2
元山(香川)	もとやま	も	OOAA	香川県	琴電	長尾線		2
本山(長崎)	もとやま	も	OOAA	長崎県	松浦鉄道			2
本八幡	もとやわた	も	OOAAA	千葉県	JR東日本	総武本線		3
本吉	もとよし	も	OOOI	宮城県	JR東日本	気仙沼線(BRT)	BRT	2
本輪西	もとわにし	も	OOAII	北海道	JR北海道	室蘭本線		3
茂庭	もにわ	も	OIA	宮城県	秋保電気鉄道		D	2
物井	ものい	も	OOI	千葉県	JR東日本	総武本線		2
茂原	もばら	も	OAA	千葉県	JR東日本	外房線		2
茂辺地	もへじ	も	OEI	北海道	道南いさりび鉄道			3
樅山	もみやま	も	OIAA	栃木県	東武	日光線		2
桃内	ももうち	も	OOUI	福島県	JR東日本	常磐線		2
桃園	ももぞの	も	OOOO	三重県	近鉄	名古屋線		2
桃谷	ももだに	も	OOAI	大阪府	JR西日本	大阪環状線		2
桃川	もものかわ	も	OOOAA	佐賀県	JR九州	筑肥線		2
桃山	ももやま	も	OOAA	京都府	JR西日本	奈良線		2
桃山御陵前	ももやまごりょうまえ	も	OOAAOOOAE	京都府	近鉄	京都線		5
桃山台	ももやまだい	も	OOAAAI	大阪府	北大阪急行			3
桃山南口	ももやまみなみぐち	も	OOAAIAIUI	京都府	京阪	宇治線		4
森(北海道)	もり	も	OI	北海道	JR北海道	函館本線		1
森(大阪)	もり	も	OI	大阪府	水間鉄道			1
森石	もりいし	も	OIII	富山県	黒部峡谷鉄道			2
守江	もりえ	も	OIE	大分県	大分交通	国東線	D	2
盛岡	もりおか	も	OIOA	岩手県	JR東日本	東北本線		2
森上	もりかみ	も	OIAI	愛知県	名鉄	尾西線		2
森口[長野]	もりぐち	も	OIUI	長野県	松本電鉄			2
守口[大阪]	もりぐち	も	OIUI	大阪府	大阪市高速電気軌道	谷町線		2
守口市	もりぐちし	も	OIUII	大阪府	京阪	本線		3
森越	もりこし	も	OIOI	北海道	JR北海道	松前線	D	2
守実温泉	もりざねおんせん	も	OIAEONEN	大分県	大分交通	耶馬溪線	D	4
森下(愛知)	もりした	も	OIIA	愛知県	名鉄	瀬戸線		2
森下(東京)	もりした	も	OIIA	東京都	都営地下鉄	新宿線		2
森下(福岡)	もりした	も	OIIA	福岡県	筑豊電鉄			2
森小路	もりしょうじ	も	OIOOI	大阪府	京阪	本線		3
杜せきのした	もりせきのした	も	OIEIOIA	宮城県	仙台空港鉄道			6
森田	もりた	も	OIA	福井県	JR西日本	北陸本線		2
森岳	もりたけ	も	OIAE	秋田県	JR東日本	奥羽本線		2
守恒	もりつね	も	OIUE	福岡県	北九州高速鉄道			2
森ノ宮	もりのみや	も	OIOIA	大阪府	JR西日本	大阪環状線		3
茂里町	もりまち	も	OIAI	長崎県	長崎電軌	本線		3
森町病院前	もりまちびょういんまえ	も	OIAIOOINAE	静岡県	天竜浜名湖鉄道			5
森松	もりまつ	も	OIAU	愛媛県	伊予鉄道	森松線	D	2
森宮野原	もりみやのはら	も	OIIAOAA	長野県	JR東日本	飯山線		4
森本	もりもと	も	OIOO	石川県	IRいしかわ鉄道			2
守谷	もりや	も	OIA	茨城県	関東鉄道	常総線		2
守山(滋賀)	もりやま	も	OIAA	滋賀県	JR西日本	東海道本線		2
守山(愛知)	もりやま	も	OIAA	愛知県	名古屋ガイドウェイバス			2
森山[長崎]	もりやま	も	OIAA	長崎県	島原鉄道			2
守山自衛隊前	もりやまじえいたいまえ	も	OIAAIEIAIAE	愛知県	名鉄	瀬戸線		6
茂林寺前	もりんじまえ	も	OINIAE	群馬県	東武	伊勢崎線		4
モレラ岐阜	もれらぎふ	も	OEAIU	岐阜県	樽見鉄道			5
毛呂	もろ	も	OO	埼玉県	JR東日本	八高線		2
諸富	もろとみ	も	OOOI	佐賀県	国鉄	佐賀線	D	2
諸原	もろはら	も	OOAA	広島県	尾道鉄道		D	2
諸寄	もろよせ	も	OOOE	兵庫県	JR西日本	山陰本線		2
門静	もんしず	も	ONIU	北海道	JR北海道	根室本線		2
文珠通	もんじゅどおり	も	ONUOOI	高知県	とさでん	後免線		3
門前仲町	もんぜんなかちょう	も	ONENAAOO	東京都	東京メトロ	東西線		4
門田	もんでん	も	ONEN	福島県	会津鉄道			2
門戸厄神	もんどやくじん	も	ONOAUIN	兵庫県	阪急	今津線		4
紋別	もんべつ	も	ONEU	北海道	国鉄	名寄本線	D	2
紋穂内	もんぽない	も	ONOAI	北海道	JR北海道	宗谷本線		3
矢板	やいた	や	AIA	栃木県	JR東日本	東北本線		2
焼津	やいづ	や	AIU	静岡県	JR東海	東海道本線		2
八色	やいろ	や	AIO	新潟県	JR東日本	上越線		2
八戸ノ里	やえのさと	や	AEOAO	大阪府	近鉄	奈良線		4
八尾	やお	や	AO	大阪府	JR西日本	関西本線		2
八乙女	やおとめ	や	AOOE	宮城県	仙台市営地下鉄	南北線		3
八乙女[仙台鉄道]	やおとめ	や	AOOE	宮城県	仙台鉄道		D	3
八尾南	やおみなみ	や	AOIAI	大阪府	大阪市高速電気軌道	谷町線		3
八家	やか	や	AA	兵庫県	山陽電鉄	本線		2
谷峨[神奈川]	やが	や	AA	神奈川県	JR東海	御殿場線		2
矢賀[広島]	やが	や	AA	広島県	JR西日本	芸備線		2
矢掛	やかげ	や	AAE	岡山県	井原鉄道			2
矢掛(井笠鉄道)	やかげ	や	AAE	岡山県	井笠鉄道	矢掛線	D	2
矢加部	やかべ	や	AAE	福岡県	西鉄	天神大牟田線		3
矢神	やがみ	や	AAI	岡山県	JR西日本	芸備線		2
八川	やかわ	や	AAA	島根県	JR西日本	木次線		2
矢川[東京]	やがわ	や	AAA	東京都	JR東日本	南武線		2
谷河原	やがわら	や	AAAA	茨城県	JR東日本	水郡線		3
八木	やぎ	や	AI	京都府	JR西日本	山陰本線		2
八木崎	やぎさき	や	AIAI	埼玉県	東武	野田線		3
八木沢	やぎさわ	や	AIAA	長野県	上田電鉄			3
八木沢・宮古短大	やぎさわみやこたんだい	や	AIAAIAOANAI	岩手県	三陸鉄道	リアス線		8
八木西口	やぎにしぐち	や	AIIIUI	奈良県	近鉄	橿原線		4
八木原	やぎはら	や	AIAA	群馬県	JR東日本	上越線		3
屋宜原	やぎばる	や	AIAU	沖縄県	沖縄県鉄道	糸満線	D	3
八木山動物公園	やぎやまどうぶつこうえん	や	AIAAOOUUOOEN	宮城県	仙台市営地下鉄	東西線		7
